32;4599-6654-4298-2051;2014-12-18T20:19:38.044Z;81.2
33;4599-6654-4298-2051;2014-01-07T13:23:53.283Z;92.4
34;4599-6654-4298-2051;2014-04-12T05:42:31.515Z;88.9
35;4599-6654-4298-2051;2014-06-28T04:35:27.670Z;85.3
36;4599-6654-4298-2051;2014-06-06T13:58:42.971Z;84
37;4599-6654-4298-2051;2014-02-24T20:25:28.556Z;88.2
38;4599-6654-4298-2051;2014-01-21T20:58:14.332Z;90.1
39;4599-6654-4298-2051;2014-09-04T00:03:55.622Z;82.9
40;4599-6654-4298-2051;2014-02-05T21:28:55.300Z;91.6
41;4599-6654-4298-2051;2014-11-27T20:18:56.370Z;79.5
42;4599-6654-4298-2051;2014-04-03T18:43:52.624Z;89.6
43;4599-6654-4298-2051;2014-11-13T16:57:44.979Z;82.7
44;4599-6654-4298-2051;2014-07-18T19:56:15.010Z;83.2
45;4599-6654-4298-2051;2014-11-10T12:32:03.878Z;79.6
46;4599-6654-4298-2051;2014-07-14T20:41:04.396Z;83
47;4599-6654-4298-2051;2014-10-24T07:31:23.938Z;84.5
48;4599-6654-4298-2051;2014-09-25T04:47:16.773Z;84.2
49;4599-6654-4298-2051;2014-11-11T04:33:38.976Z;80.9
50;4599-6654-4298-2051;2014-10-24T07:48:26.975Z;83.2
51;4599-6654-4298-2051;2014-04-11T16:37:33.386Z;88.6
52;4599-6654-4298-2051;2014-09-11T14:34:58.171Z;85.2
53;4599-6654-4298-2051;2014-12-19T11:02:32.552Z;79.2
54;4599-6654-4298-2051;2014-03-05T23:37:01.216Z;90.6
55;4599-6654-4298-2051;2014-11-04T02:03:36.473Z;82.8
56;4599-6654-4298-2051;2014-12-19T01:08:35.288Z;79.2
57;4599-6654-4298-2051;2014-09-17T13:55:05.211Z;85.4
58;4599-6654-4298-2051;2014-11-07T15:01:34.834Z;83.7
59;4599-6654-4298-2051;2014-04-07T01:23:01.602Z;89.9
60;4599-6654-4298-2051;2014-06-28T06:00:15.761Z;86.3
61;4599-6654-4298-2051;2014-03-03T06:17:47.119Z;91.6
62;4599-6654-4298-2051;2014-10-22T20:08:27.144Z;84.3
63;4599-6654-4298-2051;2014-05-04T23:18:31.444Z;87.2
64;4599-6654-4298-2051;2014-03-18T07:23:14.575Z;88.2
65;4599-6654-4298-2051;2014-12-05T20:36:45.426Z;81.5
66;4599-6654-4298-2051;2014-04-06T16:54:35.031Z;89.2
67;4599-6654-4298-2051;2014-12-12T08:45:46.922Z;82.5
68;4599-6654-4298-2051;2014-12-27T08:09:35.738Z;78.3
69;4599-6654-4298-2051;2014-08-19T04:40:21.590Z;84
70;4599-6654-4298-2051;2014-10-31T20:51:42.349Z;84.7
71;4599-6654-4298-2051;2014-05-24T20:09:32.428Z;89.3
72;4599-6654-4298-2051;2014-01-07T23:23:54.238Z;89
73;4599-6654-4298-2051;2014-08-20T03:24:48.419Z;86.2
74;4599-6654-4298-2051;2014-12-16T19:24:32.702Z;78.2
75;4599-6654-4298-2051;2014-08-19T02:16:48.988Z;86.4
76;4599-6654-4298-2051;2014-11-07T06:36:47.313Z;82.3
77;4599-6654-4298-2051;2014-02-16T15:51:19.338Z;89.1
78;4599-6654-4298-2051;2014-11-03T09:12:04.669Z;83.3
79;4599-6654-4298-2051;2014-09-12T09:16:52.432Z;81.6
80;4599-6654-4298-2051;2014-07-15T23:19:31.592Z;87.8
81;4599-6654-4298-2051;2014-05-15T04:49:30.628Z;85.8
82;4599-6654-4298-2051;2014-01-08T02:54:10.114Z;92.5
83;4599-6654-4298-2051;2014-09-16T22:59:22.195Z;82
84;4599-6654-4298-2051;2014-10-26T13:03:58.395Z;82.1
85;4599-6654-4298-2051;2014-05-29T01:17:20.232Z;85.4
86;4599-6654-4298-2051;2014-08-29T07:14:05.198Z;83.6
87;4599-6654-4298-2051;2014-06-22T20:12:51.611Z;84.5
88;4599-6654-4298-2051;2014-05-02T12:45:06.011Z;89.7
89;4599-6654-4298-2051;2014-09-25T17:18:40.099Z;81
90;4599-6654-4298-2051;2014-11-21T05:13:54.699Z;82.4
91;4599-6654-4298-2051;2014-03-11T05:38:22.734Z;89.1
92;4599-6654-4298-2051;2014-03-23T13:55:29.675Z;88.8
93;4599-6654-4298-2051;2014-03-15T12:34:12.193Z;89.6
94;4599-6654-4298-2051;2014-05-01T00:35:28.307Z;86.4
95;4599-6654-4298-2051;2014-02-10T03:18:03.827Z;90
96;4599-6654-4298-2051;2014-12-04T22:44:40.525Z;79.4
97;4599-6654-4298-2051;2014-04-01T12:04:15.200Z;89.5
98;4599-6654-4298-2051;2014-02-02T05:40:57.833Z;89.4
99;4599-6654-4298-2051;2014-05-25T02:10:10.576Z;86.9
100;4599-6654-4298-2051;2014-10-24T01:00:12.884Z;81
101;4599-6654-4298-2051;2014-10-19T11:58:38.403Z;82.4
102;4599-6654-4298-2051;2014-01-07T20:37:31.392Z;91.7
103;4599-6654-4298-2051;2014-10-16T01:46:22.776Z;81.3
104;4599-6654-4298-2051;2014-03-28T10:06:01.633Z;87.9
105;4599-6654-4298-2051;2014-06-06T01:14:56.894Z;84.5
106;4599-6654-4298-2051;2014-05-11T17:17:49.423Z;89
107;4599-6654-4298-2051;2014-03-11T23:33:50.014Z;89.2
108;4599-6654-4298-2051;2014-09-01T04:54:46.192Z;84.8
109;4599-6654-4298-2051;2014-07-25T14:08:56.624Z;83.2
110;4599-6654-4298-2051;2014-02-25T00:58:23.676Z;88.4
111;4599-6654-4298-2051;2014-06-25T21:57:34.297Z;88.4
112;4599-6654-4298-2051;2014-01-13T20:45:08.441Z;93.3
113;4599-6654-4298-2051;2014-08-05T16:49:40.577Z;84
114;4599-6654-4298-2051;2014-02-28T13:53:47.998Z;90.9
115;4599-6654-4298-2051;2014-06-15T01:52:48.190Z;88.2
116;4599-6654-4298-2051;2014-02-25T23:18:32.737Z;89.9
117;4599-6654-4298-2051;2014-06-06T18:56:27.982Z;84.2
118;4599-6654-4298-2051;2014-02-22T21:37:40.013Z;92.4
119;4599-6654-4298-2051;2014-11-02T22:59:25.169Z;79
120;4599-6654-4298-2051;2014-03-02T16:05:28.196Z;91.8
121;4599-6654-4298-2051;2014-11-02T13:46:47.813Z;83.6
122;4599-6654-4298-2051;2014-10-16T10:25:18.993Z;82.8
123;4599-6654-4298-2051;2014-11-07T20:33:14.267Z;83.3
124;4599-6654-4298-2051;2014-05-09T16:12:01.520Z;89.5
125;4599-6654-4298-2051;2014-01-06T11:05:43.144Z;91.3
126;4599-6654-4298-2051;2014-08-27T16:15:12.473Z;83.8
127;4599-6654-4298-2051;2014-01-11T03:28:29.984Z;91.5
128;4599-6654-4298-2051;2014-01-17T18:27:54.169Z;89.7
129;4599-6654-4298-2051;2014-04-15T20:47:08.054Z;87.8
130;4599-6654-4298-2051;2014-03-05T12:38:08.371Z;89.4
131;4599-6654-4298-2051;2014-09-10T07:56:23.144Z;84.8
132;4599-6654-4298-2051;2014-03-12T16:55:39.935Z;91.9
133;4599-6654-4298-2051;2014-12-11T15:24:16.854Z;82.7
134;4599-6654-4298-2051;2014-09-18T02:38:54.775Z;83.5
135;4599-6654-4298-2051;2014-11-28T00:22:34.801Z;83.5
136;4599-6654-4298-2051;2014-07-12T04:58:28.202Z;86.8
137;4599-6654-4298-2051;2014-09-14T14:16:22.382Z;83.2
138;4599-6654-4298-2051;2014-05-19T14:26:16.292Z;85.4
139;4599-6654-4298-2051;2014-09-03T00:57:03.425Z;81.1
140;4599-6654-4298-2051;2014-11-05T08:13:26.435Z;79.8
141;4599-6654-4298-2051;2014-01-24T08:03:09.583Z;92.2
142;4599-6654-4298-2051;2014-06-27T02:40:29.105Z;86
143;4599-6654-4298-2051;2014-04-08T22:31:02.981Z;89.9
144;4599-6654-4298-2051;2014-02-25T10:30:32.624Z;91.7
145;4599-6654-4298-2051;2014-01-26T10:08:38.674Z;93
146;4599-6654-4298-2051;2014-04-01T01:05:18.485Z;90.9
147;4599-6654-4298-2051;2014-09-08T16:06:05.147Z;84.7
148;4599-6654-4298-2051;2014-09-28T18:15:12.494Z;85.5
149;4599-6654-4298-2051;2014-03-30T08:23:03.724Z;90.8
150;4599-6654-4298-2051;2014-12-21T05:55:06.348Z;80.6
151;4599-6654-4298-2051;2014-11-16T14:45:39.293Z;79.7
152;4599-6654-4298-2051;2014-02-16T01:41:30.540Z;92.3
153;4599-6654-4298-2051;2014-01-19T10:36:05.544Z;90.3
154;4599-6654-4298-2051;2014-10-19T23:04:10.558Z;80.7
155;4599-6654-4298-2051;2014-03-30T03:31:25.325Z;87.1
156;4599-6654-4298-2051;2014-08-26T16:41:54.823Z;84.3
157;4599-6654-4298-2051;2014-04-19T16:37:15.709Z;86.7
158;4599-6654-4298-2051;2014-10-08T17:52:16.797Z;81.4
159;4599-6654-4298-2051;2014-06-10T21:54:06.921Z;88.3
160;4599-6654-4298-2051;2014-11-27T07:38:15.964Z;82.2
161;4599-6654-4298-2051;2014-06-16T02:48:17.829Z;88.7
162;4599-6654-4298-2051;2014-09-23T22:11:50.596Z;83.5
163;4599-6654-4298-2051;2014-03-18T18:20:20.366Z;90.5
164;4599-6654-4298-2051;2014-11-26T23:43:46.010Z;79.7
165;4599-6654-4298-2051;2014-02-06T06:37:21.130Z;91.8
166;4599-6654-4298-2051;2014-03-15T00:17:31.551Z;90.8
167;4599-6654-4298-2051;2014-06-30T07:11:49.322Z;87.6
168;4599-6654-4298-2051;2014-05-02T21:01:00.493Z;85.6
169;4599-6654-4298-2051;2014-09-16T21:20:06.060Z;84.5
170;4599-6654-4298-2051;2014-07-01T10:33:56.279Z;87.6
171;4599-6654-4298-2051;2014-12-14T17:59:05.982Z;79.9
172;4599-6654-4298-2051;2014-03-20T23:59:20.240Z;89.3
173;4599-6654-4298-2051;2014-02-19T20:53:10.360Z;91.8
174;4599-6654-4298-2051;2014-08-28T10:58:16.612Z;82.6
175;4599-6654-4298-2051;2014-02-20T23:27:01.240Z;89.4
176;4599-6654-4298-2051;2014-11-01T22:52:07.752Z;82.9
177;4599-6654-4298-2051;2014-08-29T14:26:53.327Z;83.8
178;4599-6654-4298-2051;2014-11-29T23:38:07.487Z;80
179;4599-6654-4298-2051;2014-03-27T17:39:41.887Z;87.4
180;4599-6654-4298-2051;2014-07-14T08:58:16.685Z;83
181;4599-6654-4298-2051;2014-01-23T16:34:42.575Z;90.6
182;4599-6654-4298-2051;2014-01-23T08:16:23.430Z;89.6
183;4599-6654-4298-2051;2014-01-03T23:54:41.661Z;91.5
184;4599-6654-4298-2051;2014-07-21T22:25:22.688Z;85.1
185;4599-6654-4298-2051;2014-11-01T09:44:06.978Z;81.5
186;4599-6654-4298-2051;2014-02-07T11:11:46.607Z;91.4
187;4599-6654-4298-2051;2014-04-02T06:06:23.089Z;87.7
188;4599-6654-4298-2051;2014-02-07T01:37:24.540Z;91.8
189;4599-6654-4298-2051;2014-09-23T19:08:36.013Z;81.9
190;4599-6654-4298-2051;2014-09-12T18:51:15.946Z;85.2
191;4599-6654-4298-2051;2014-04-26T05:38:25.078Z;90.1
192;4599-6654-4298-2051;2014-11-27T10:02:35.595Z;81.5
193;4599-6654-4298-2051;2014-03-07T07:19:56.323Z;87.1
194;4599-6654-4298-2051;2014-04-14T15:31:19.547Z;89.2
195;4599-6654-4298-2051;2014-11-08T01:09:18.025Z;82.9
196;4599-6654-4298-2051;2014-01-01T18:50:18.487Z;90
197;4599-6654-4298-2051;2014-09-19T01:14:58.220Z;81.9
198;4599-6654-4298-2051;2014-06-29T18:35:04.561Z;87.5
199;4599-6654-4298-2051;2014-03-29T09:40:08.721Z;89.9
200;4599-6654-4298-2051;2014-07-24T02:51:53.888Z;86.3
201;4599-6654-4298-2051;2014-10-16T14:30:23.662Z;83.8
202;4599-6654-4298-2051;2014-10-20T21:19:34.237Z;84.9
203;4599-6654-4298-2051;2014-02-16T03:52:48.990Z;88.2
204;4599-6654-4298-2051;2014-02-20T09:38:42.969Z;89.7
205;4599-6654-4298-2051;2014-05-17T11:59:46.890Z;86.7
206;4599-6654-4298-2051;2014-09-07T03:09:17.765Z;84
207;4599-6654-4298-2051;2014-11-12T05:53:02.717Z;82.6
208;4599-6654-4298-2051;2014-01-31T02:44:52.863Z;93.6
209;4599-6654-4298-2051;2014-10-04T23:58:15.259Z;81.7
210;4599-6654-4298-2051;2014-02-25T17:02:25.280Z;88.6
211;4599-6654-4298-2051;2014-08-24T03:18:16.369Z;86.7
212;4599-6654-4298-2051;2014-07-09T01:44:20.581Z;87.3
213;4599-6654-4298-2051;2014-02-26T11:38:05.658Z;92.5
214;4599-6654-4298-2051;2014-08-18T20:47:32.302Z;85.4
215;4599-6654-4298-2051;2014-10-25T16:36:13.067Z;84.8
216;4599-6654-4298-2051;2014-07-06T16:42:08.268Z;85
217;4599-6654-4298-2051;2014-07-21T10:01:40.415Z;87
218;4599-6654-4298-2051;2014-06-29T18:22:03.666Z;86.4
219;4599-6654-4298-2051;2014-08-04T01:29:25.462Z;83.6
220;4599-6654-4298-2051;2014-09-15T19:53:51.878Z;82.4
221;4599-6654-4298-2051;2014-03-03T04:25:42.998Z;88.4
222;4599-6654-4298-2051;2014-09-04T05:06:40.128Z;84.3
223;4599-6654-4298-2051;2014-05-01T05:29:48.513Z;89.7
224;4599-6654-4298-2051;2014-06-19T13:36:54.530Z;84.3
225;4599-6654-4298-2051;2014-09-01T05:29:34.478Z;83.8
226;4599-6654-4298-2051;2014-02-07T04:08:06.189Z;92.9
227;4599-6654-4298-2051;2014-09-26T06:20:13.217Z;83
228;4599-6654-4298-2051;2014-11-21T08:46:44.489Z;80.9
229;4599-6654-4298-2051;2014-10-30T18:46:32.231Z;84.7
230;4599-6654-4298-2051;2014-09-10T01:42:53.515Z;82.8
231;4599-6654-4298-2051;2014-05-08T16:51:45.139Z;87
232;4599-6654-4298-2051;2014-12-19T11:25:34.890Z;82.1
233;4599-6654-4298-2051;2014-05-14T11:21:12.110Z;87.6
234;4599-6654-4298-2051;2014-11-23T01:29:18.841Z;82.3
235;4599-6654-4298-2051;2014-04-22T03:05:10.633Z;87.7
236;4599-6654-4298-2051;2014-02-08T18:12:48.588Z;91.4
237;4599-6654-4298-2051;2014-10-02T01:59:33.728Z;84.8
238;4599-6654-4298-2051;2014-08-31T05:07:51.066Z;83
239;4599-6654-4298-2051;2014-06-13T12:44:06.180Z;88.1
240;4599-6654-4298-2051;2014-02-17T12:17:59.670Z;88.6
241;4599-6654-4298-2051;2014-09-01T05:04:30.600Z;85.7
242;4599-6654-4298-2051;2014-09-06T14:01:57.235Z;83.7
243;4599-6654-4298-2051;2014-09-29T18:32:09.143Z;85
244;4599-6654-4298-2051;2014-04-15T19:51:24.060Z;87.9
245;4599-6654-4298-2051;2014-01-11T21:36:48.340Z;93.4
246;4599-6654-4298-2051;2014-11-26T05:26:25.523Z;81.5
247;4599-6654-4298-2051;2014-06-20T11:41:44.239Z;85.4
248;4599-6654-4298-2051;2014-05-17T10:26:32.068Z;87.1
249;4599-6654-4298-2051;2014-10-10T09:07:43.344Z;84.8
250;4599-6654-4298-2051;2014-02-12T07:24:18.690Z;92.4
251;4599-6654-4298-2051;2014-02-25T16:35:55.251Z;90.6
252;4599-6654-4298-2051;2014-03-22T19:15:25.582Z;87.6
253;4599-6654-4298-2051;2014-12-19T22:16:25.029Z;80.3
254;4599-6654-4298-2051;2014-11-14T09:06:06.817Z;81.4
255;4599-6654-4298-2051;2014-08-09T09:08:04.525Z;82
256;4599-6654-4298-2051;2014-11-29T02:37:59.350Z;82.8
257;4599-6654-4298-2051;2014-10-22T09:06:33.085Z;83.6
258;4599-6654-4298-2051;2014-07-18T10:18:47.536Z;84.2
259;4599-6654-4298-2051;2014-11-07T04:42:04.842Z;80.4
260;4599-6654-4298-2051;2014-09-20T07:51:14.554Z;85.9
261;4599-6654-4298-2051;2014-04-12T13:10:51.450Z;87.4
262;4599-6654-4298-2051;2014-10-20T16:07:10.066Z;83.5
263;4599-6654-4298-2051;2014-01-18T17:12:53.621Z;89.2
264;4599-6654-4298-2051;2014-01-10T11:29:55.233Z;93.5
265;4599-6654-4298-2051;2014-01-01T16:36:59.516Z;89.7
266;4599-6654-4298-2051;2014-10-14T16:13:52.601Z;83.6
267;4599-6654-4298-2051;2014-01-18T11:03:17.881Z;91.5
268;4599-6654-4298-2051;2014-11-23T19:12:47.997Z;80.3
269;4599-6654-4298-2051;2014-11-28T18:16:00.663Z;82.4
270;4599-6654-4298-2051;2014-04-29T13:39:02.269Z;89.8
271;4599-6654-4298-2051;2014-12-17T08:56:22.160Z;79.6
272;4599-6654-4298-2051;2014-01-13T13:09:49.768Z;92.7
273;4599-6654-4298-2051;2014-09-01T21:41:42.672Z;82
274;4599-6654-4298-2051;2014-06-13T06:19:05.786Z;87.9
275;4599-6654-4298-2051;2014-08-20T12:09:59.657Z;85.1
276;4599-6654-4298-2051;2014-12-18T18:53:29.192Z;82.4
277;4599-6654-4298-2051;2014-11-11T12:24:21.187Z;82.5
278;4599-6654-4298-2051;2014-01-11T15:58:59.952Z;91.3
279;4599-6654-4298-2051;2014-05-17T14:00:46.415Z;88.3
280;4599-6654-4298-2051;2014-09-09T05:41:20.291Z;83.3
281;4599-6654-4298-2051;2014-08-24T11:23:49.239Z;85.1
282;4599-6654-4298-2051;2014-06-04T15:53:30.728Z;84.5
283;4599-6654-4298-2051;2014-09-29T04:16:24.107Z;85.6
284;4599-6654-4298-2051;2014-09-29T14:55:56.984Z;84.8
285;4599-6654-4298-2051;2014-12-16T23:58:40.440Z;79.3
286;4599-6654-4298-2051;2014-11-10T23:50:34.982Z;79.5
287;4599-6654-4298-2051;2014-01-22T06:22:09.890Z;92.3
288;4599-6654-4298-2051;2014-06-12T01:03:16.398Z;85.4
289;4599-6654-4298-2051;2014-11-07T00:02:14.839Z;82.4
290;4599-6654-4298-2051;2014-12-26T11:41:37.120Z;79.5
291;4599-6654-4298-2051;2014-03-21T23:13:18.686Z;88.2
292;4599-6654-4298-2051;2014-10-07T20:05:04.409Z;80.7
293;4599-6654-4298-2051;2014-05-23T06:32:04.604Z;86.1
294;4599-6654-4298-2051;2014-05-08T04:33:33.317Z;89.9
295;4599-6654-4298-2051;2014-09-28T10:36:46.697Z;82.8
296;4599-6654-4298-2051;2014-07-01T01:38:31.366Z;84.1
297;4599-6654-4298-2051;2014-02-10T02:10:05.865Z;92.9
298;4599-6654-4298-2051;2014-09-23T22:15:48.480Z;83.2
299;4599-6654-4298-2051;2014-12-08T09:04:25.010Z;79.7
300;4599-6654-4298-2051;2014-06-07T02:50:19.557Z;87.2
301;4599-6654-4298-2051;2014-09-06T06:42:35.641Z;82.2
302;4599-6654-4298-2051;2014-08-29T16:12:57.230Z;85.5
303;4599-6654-4298-2051;2014-01-29T18:27:17.554Z;93.2
304;4599-6654-4298-2051;2014-07-23T18:48:59.486Z;86.7
305;4599-6654-4298-2051;2014-05-19T09:51:33.824Z;88.7
306;4599-6654-4298-2051;2014-05-09T15:32:41.692Z;88.1
307;4599-6654-4298-2051;2014-12-09T21:26:59.445Z;82.4
308;4599-6654-4298-2051;2014-11-15T10:38:35.925Z;83.9
309;4599-6654-4298-2051;2014-10-02T10:46:16.902Z;80.8
310;4599-6654-4298-2051;2014-04-14T19:53:46.645Z;89.2
311;4599-6654-4298-2051;2014-06-04T08:06:31.275Z;87.3
312;4599-6654-4298-2051;2014-07-04T18:37:05.490Z;86.4
313;4599-6654-4298-2051;2014-02-09T23:37:19.576Z;89.6
314;4599-6654-4298-2051;2014-05-15T11:23:37.183Z;86.8
315;4599-6654-4298-2051;2014-06-09T22:11:48.440Z;84.9
316;4599-6654-4298-2051;2014-05-28T02:55:11.406Z;85.4
317;4599-6654-4298-2051;2014-08-27T17:31:50.325Z;84.1
318;4599-6654-4298-2051;2014-03-16T08:19:17.388Z;88.9
319;4599-6654-4298-2051;2014-08-20T06:07:33.507Z;84.6
320;4599-6654-4298-2051;2014-07-15T16:56:38.091Z;83.2
321;4599-6654-4298-2051;2014-10-03T05:58:34.743Z;82.7
322;4599-6654-4298-2051;2014-11-10T22:48:07.324Z;83.4
323;4599-6654-4298-2051;2014-11-25T02:28:21.141Z;80.3
324;4599-6654-4298-2051;2014-01-07T15:46:23.054Z;90.1
325;4599-6654-4298-2051;2014-05-29T08:23:42.436Z;87.9
326;4599-6654-4298-2051;2014-05-07T16:42:44.244Z;87
327;4599-6654-4298-2051;2014-06-27T19:31:35.592Z;87
328;4599-6654-4298-2051;2014-01-28T22:02:54.395Z;93.8
329;4599-6654-4298-2051;2014-08-21T18:50:14.367Z;84.5
330;4599-6654-4298-2051;2014-12-13T15:46:22.866Z;78.1
331;4599-6654-4298-2051;2014-09-13T09:18:19.228Z;82.5
332;4599-6654-4298-2051;2014-01-08T01:44:07.387Z;92.2
333;4599-6654-4298-2051;2014-10-17T18:31:07.222Z;84.4
334;4599-6654-4298-2051;2014-06-02T07:17:24.272Z;87.8
335;4599-6654-4298-2051;2014-02-04T14:19:19.906Z;88.1
336;4599-6654-4298-2051;2014-03-13T01:34:46.322Z;88.6
337;4599-6654-4298-2051;2014-01-29T19:52:56.720Z;91.7
338;4599-6654-4298-2051;2014-12-31T15:11:57.664Z;79.6
339;4599-6654-4298-2051;2014-08-31T17:41:43.057Z;86.8
340;4599-6654-4298-2051;2014-08-06T13:30:12.372Z;82.3
341;4599-6654-4298-2051;2014-02-03T00:55:23.463Z;91.3
342;4599-6654-4298-2051;2014-09-10T17:21:02.133Z;83.7
343;4599-6654-4298-2051;2014-02-11T09:59:25.721Z;90.1
344;4599-6654-4298-2051;2014-07-23T10:27:47.482Z;86.7
345;4599-6654-4298-2051;2014-09-14T17:47:44.062Z;81.5
346;4599-6654-4298-2051;2014-04-21T16:21:02.968Z;89.3
347;4599-6654-4298-2051;2014-07-29T15:24:18.126Z;86.8
348;4599-6654-4298-2051;2014-06-15T05:17:26.081Z;84.7
349;4599-6654-4298-2051;2014-01-10T06:17:13.741Z;90.6
350;4599-6654-4298-2051;2014-07-06T10:31:47.151Z;87.1
351;4599-6654-4298-2051;2014-07-21T23:12:53.652Z;84.2
352;4599-6654-4298-2051;2014-09-27T20:06:11.898Z;85.5
353;4599-6654-4298-2051;2014-02-26T06:32:18.711Z;91.7
354;4599-6654-4298-2051;2014-01-02T18:40:24.056Z;92
355;4599-6654-4298-2051;2014-02-16T08:36:02.992Z;88.7
356;4599-6654-4298-2051;2014-05-12T19:29:13.659Z;89.5
357;4599-6654-4298-2051;2014-10-18T21:49:13.124Z;80.5
358;4599-6654-4298-2051;2014-12-29T02:29:38.671Z;81.4
359;4599-6654-4298-2051;2014-11-26T23:52:14.870Z;79.3
360;4599-6654-4298-2051;2014-04-17T10:40:42.098Z;89
361;4599-6654-4298-2051;2014-08-04T13:19:49.997Z;82.8
362;4599-6654-4298-2051;2014-05-16T03:55:32.139Z;86.5
363;4599-6654-4298-2051;2014-08-09T08:31:41.579Z;82.3
364;4599-6654-4298-2051;2014-12-07T22:48:50.413Z;80.4
365;4599-6654-4298-2051;2014-09-16T01:14:24.622Z;84.8
366;4599-6654-4298-2051;2014-07-22T08:35:37.745Z;85.7
367;4599-6654-4298-2051;2014-04-24T05:58:35.483Z;87.7
368;4599-6654-4298-2051;2014-07-31T13:28:47.818Z;83.2
369;4599-6654-4298-2051;2014-03-12T11:21:17.314Z;89.5
370;4599-6654-4298-2051;2014-05-12T12:36:23.349Z;87.8
371;4599-6654-4298-2051;2014-10-28T20:34:34.768Z;81.8
372;4599-6654-4298-2051;2014-04-12T12:00:10.468Z;90.7
373;4599-6654-4298-2051;2014-02-11T08:24:21.451Z;89.8
374;4599-6654-4298-2051;2014-08-30T15:04:19.206Z;85.5
375;4599-6654-4298-2051;2014-04-22T09:37:13.422Z;89.9
376;4599-6654-4298-2051;2014-04-07T05:03:38.908Z;90.1
377;4599-6654-4298-2051;2014-06-29T22:21:55.315Z;88.2
378;4599-6654-4298-2051;2014-05-10T02:08:07.749Z;88.7
379;4599-6654-4298-2051;2014-04-12T16:32:38.113Z;90.5
380;4599-6654-4298-2051;2014-04-22T03:44:03.264Z;87.1
381;4599-6654-4298-2051;2014-08-21T10:44:28.508Z;84.8
382;4599-6654-4298-2051;2014-11-01T06:30:24.027Z;79.8
383;4599-6654-4298-2051;2014-11-01T17:54:59.828Z;79.4
384;4599-6654-4298-2051;2014-12-14T04:15:51.722Z;82.6
385;4599-6654-4298-2051;2014-09-14T21:23:46.675Z;83.4
386;4599-6654-4298-2051;2014-02-19T21:39:23.933Z;90.2
387;4599-6654-4298-2051;2014-10-04T10:55:07.922Z;80.1
388;4599-6654-4298-2051;2014-08-28T16:22:45.544Z;83.8
389;4599-6654-4298-2051;2014-06-06T14:06:25.448Z;85.1
390;4599-6654-4298-2051;2014-12-28T00:04:55.676Z;79.1
391;4599-6654-4298-2051;2014-10-25T09:43:41.723Z;80.5
392;4599-6654-4298-2051;2014-08-14T08:51:07.103Z;86.7
393;4599-6654-4298-2051;2014-04-05T05:20:45.007Z;90.9
394;4599-6654-4298-2051;2014-11-13T14:03:18.413Z;79.5
395;4599-6654-4298-2051;2014-01-04T01:33:07.580Z;91.3
396;4599-6654-4298-2051;2014-01-30T02:18:36.404Z;90.4
397;4599-6654-4298-2051;2014-07-13T22:58:13.255Z;83
398;4599-6654-4298-2051;2014-01-29T02:24:05.329Z;91.7
399;4599-6654-4298-2051;2014-01-18T03:16:56.543Z;91
400;4599-6654-4298-2051;2014-04-29T16:21:47.937Z;89.9
401;4599-6654-4298-2051;2014-01-29T10:21:41.491Z;92.3
